line_item,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024
Consumption in the energy sector (own needs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,7243.895,33.697,0.0,0.0,12119.355,2108.076,0.0,69839.717,0.0,0.0,0.0,0.0,11557.319,2592.369,0.0,48702.723,66796.008,2063.884,0.0,0.0,0.0,0.609,1091.231,117.506,0.0,71999.689,0.0,0.0,608.276,0.0,0.0,17919.093,0.0,0.0,314908.429,0.0,0.0,114.981,0.0,0.0,0.0,7732.744,0.0,0.0,0.0,11260.367,31611.866458499895,0.0,89348.43600000003,0.0,0.0,0.0,0.0,11251.91256048,0.0,110.98732999999999,43607.377432805995,63087.973000000005,6271.249000000001,0.0,0.0,0.0,0.748,105.614964,0.0,2.376,75130.610171625,0.0,0.0,940.0160000000001,0.0,0.0,75.014445,0.0,1952.6988000000001,0.0,0.0,342489.991162411,0.0,0.0,0.0,0.0,8071.7,0.0,0.0,0.0,14207.8,3665.2,0.0,92181.9,0.0,0.0,0.0,0.0,3819.1,0.0,44473.2,49315.8,4098.7,0.0,,120.4,12.6,4266.1,7.2,756.3,126781.993,1060.2,0.0,934.3,0.0,0.0,322.9,2688.8,3.2,0.0,0.0,356787.331,0.0
Conversion Sector - Exit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.669,,17381.066,110.67,,67210.182,12622.8,,57515.219,408787.536,,,,,,39225.275,,62635.406,394764.762,174141.17,,0.0,30933.019,352.475,,2721.18,216120.481,,40276.736,25718.506,15297.253,98374.764,0.0,140618.258,3542.774,,1809034.388,,615.187,,902.2541659999999,67.9724,348.219,16973.261,84.84700000000001,0.0,63682.948000000004,11260.367,0.0,81746.62665910697,408907.68840000004,0.0,0.0,0.0,0.0,0.0,32752.399,0.0,43607.377432805995,386228.461,145769.269,0.0,0.0,27755.029,231.704,0.0,1272.290712,233842.40000000002,0.0,20062.82816,25853.7936,14837.199999999999,81244.13882323001,0.0,117361.1574,1055.0231999999999,3212.171208,0.0,148.11839999999998,1719660.984561143,453.44000000000005,0.0,572.9,0.0,17414.2,103.6,0.0,74174.3,14270.4,0.0,104289.8,427379.8,0.0,0.0,0.0,0.0,0.0,31583.7,44473.2,396195.6,127476.9,0.0,0.0,32475.3,46.9,0.0,1348.8,240267.0,0.0,25284.3,3439.0,12599.9,57897.5,0.0,227039.2,0.0,5496.4,0.0,0.0,1843906.3,77.6
Domestic Aviation,,271.9,,,,,,,,,,,,,,,126.6,,,,6605.8,,,0.5,,,,,,,,,,,,,,,,,7004.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Domestic Navigation,,,,,,,,,,,,,,,,,,,262.8,,,6.6,8.8,4.5,,,,,,,,,,,,,,,,,282.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity plants (TPP) (main activity),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29011.5,15991.8,6759.3,,66.8,,,0.1,,,,,,,,97301.7,,,,,,,,,,,149131.2,
Electricity plants (TPP) (main activity) - electricity generation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80887.0,,,,,,,,,,,,,,,,376.596,,,,,,,0.47,,,,,80887.0,
Electricity plants (TPP) (secondary activity),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,11614.5,44.5,46.0,528.9,,,,946.8,,,,,,,,112821.4,,,,1.4,,7.1,,,,,126014.9,
Electricity plants (TPP) (secondary activity) - electricity generation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39725.9,,,,,,,,,,,,,,,,,,,,934.276,,,,,,,,39725.9,
Exports,-83.1,-118.3,,,-3618.1,,-20.3,-1171.0,,-827.5,-40519.0,-2831004.1,-9499.6,,,-9345.5,,,-1566.0,,-622.1,-55805.1,-81999.0,-707.1,-4394.1,,,-393469.0,-449570.1,,,,,-8643.7,,,-84860.7,-129.1,,,-3984984.3000000003,-7011.8,,,-204.646,-7.185,-153.873,,-16.523,-22105.841,-818.45,,-2720114.688,-35.829,-8075.953,,,,,-522187.225,-7458.241,-7151.105,,,-5401.842,,,-567.264,,-40420.233,-1392.456,-3203.354,-268617.549,-2994.132,-25718.494,-10558.374,-89962.392,-0.048,-65099.699,-959.98,,-3803272.128,,-46.279,-0.473,-120.490348,,-267.327,,-50.61848795,-9750.298025,-539.19037,,-2345899.1908629998,-6.900571360000001,-9756.982800000002,,,,,-528446.212864542,-8639.82080388,-475753.098723,,,-3063.29123085,,,-571.9831931435,,-53441.499178557,-1126.240584,-1987.3034698000001,-290364.816325875,-1400.2467316928003,83081.55983999999,-10402.252,-81617.23242302523,-0.96192168,-48762.352203,-557.55945619,-1349.6067424848002,-21.899,1.9091999999999998,-3790842.46512941,-28.55885238,-37.428,,208.926,,-0.372,-20472.27,-355.615,,-2825380.466,-3.45,-8822.232,,,,,-505903.282,-4482.12,,,-2588.428,,,-454.68,-147.884,-32820.797,-950.599,-1640.276,-264911.188,-1687.867,-5772.559,-12253.724,-71458.225,0.0,-40364.638,-111.322,-2420.211,-6.147,1.82,-3802835.118,-0.087
Ferrous metallurgy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10137.171,,,16569.407,503.445,,,47158.966,,,,,32102.866,7472.901,,,22928.623,1860.528,,,,1.584,,,0.766,15183.893,,,,,,1878.465,,,155798.615,,,,,,,7177.02,,,15894.606285,,,,50411.606400000004,,,,,24124.651591446,5342.628,,,20956.11,1864.6950000000002,,,,,,,,12119.705569875001,,,,,,1518.6780209999997,,,,,139409.700867321,,,,,7224.262,0.341,,20313.809,,,,47300.944,,,,,24683.535,3191.768,,18856.297,1682.418,,,,,,,,14541.363,,,1.372,52.148,,1546.144,,,,,139394.4,
Final energy consumption,0.0,271.9,0.0,0.0,14177.2,9821.1,136.5,272.8,0.0,35112.9,0.0,70.2,312729.2,0.0,887.5,0.0,126.6,263574.8,154291.3,0.0,6605.8,20577.6,49482.3,5984.9,219900.3,0.0,0.0,304108.3,314654.0,0.0,33.9,0.0,0.0,6568.1,0.0,0.0,17780.8,0.0,0.0,0.0,1805442.3,67911.9,362.5,0.0,0.0,1423.948,93.312,10137.171,75.485,122.98,32679.191,503.445,0.0,58916.231968,299384.793,0.0,0.0,0.0,0.0,303726.712,10738.844,0.0,0.0,255527.45,131098.35050559998,0.0,82.732,14592.192,208.026,51496.457,5081.5,208065.799,309530.908,37261.636,0.0,6976.085,1931.967,0.096,53897.47,2280.151,0.0,1802585.169,147.043,6424.024,181.172,0.0,53.8896,40.176,7177.02,140.30599999999998,63.05465,31674.584365000006,0.0,82.16256299999999,101347.915250042,273060.9648,0.0,0.0,0.0,0.0,283355.4719022516,7082.6269999999995,0.0,0.0,278367.875,147034.41499999998,0.0,0.0,15672.040939999999,120.736,30128.403753000002,8107.213968,227578.912,310323.524608875,37503.43456,252.72460799999996,5830.188,3762.802506248,2.7738000000000005,55483.458350999994,0.0,709.63932,622.53523,0.0,1825625.4581754163,46.608399999999996,0.0,643.1,0.0,7224.3,191.8,0.0,27878.5,0.0,47.8,106329.5,306459.1,0.0,0.0,0.0,0.0,166371.1,5443.6,0.0,315305.7,130062.9,0.0,0.0,16607.3,67.5,33616.3,6894.1,235654.8,394395.1,43976.6,0.0,2369.6,3214.0,2.8,62985.2,1.4,2284.7,1177.2,1.8,1869291.5,85.8
Final non-energy consumption,0.0,0.0,0.0,0.0,23555.6,0.0,0.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,627.9,0.0,0.0,0.0,10453.4,1.1,0.0,171.6,0.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34930.5,0.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.92,0.0,2490.714,206.664,7883.055,37261.636,0.0,0.0,0.0,0.096,0.0,5.459,0.0,48330.431,0.0,295.172,1.807,0.0,26.9448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.736,0.0,8107.213968,5.808,8145.359735625,37503.43456,0.0,0.0,0.0,2.7738000000000005,0.0,0.0,8.279736000000002,0.0,0.0,53967.158999625,46.608399999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,127.397,67.496,0.0,6894.147,311.96,9984.159,43976.553,0.0,0.0,0.0,2.8,0.0,1.382,2284.731,55.386,0.0,63791.87,85.805
Fishing,,,,,,,,,,,,,358.3,,,,,4.1,,,,,,0.0,,,,4.0,83.0,,,,,,,,,,,,449.4,,,,,,,,,,,,,,160.611,,,,,17.742,,,,1.186,,,,,,0.0,,,5.35,,,,,,3.151,,,188.041,,,,,,,,,,,,,,67.41720000000001,,,,,4.485386556,,,,1.041,,,,,,0.0,,,8.500791375,,,,,,2.4926429999999997,,,,,83.937020931,,,,,,,,,,,,68.6,,,,,0.8,,,0.2,,,,,,0.4,,,8.6,,,,,,,,,,,78.6,
"Food, Beverages and Tobacco",,,,,,,,,,2.0,,,5954.0,,0.4,,,5906.1,1309.9,,,293.3,936.0,0.7,,,,8551.7,1555.1,,,,,,,,1242.8,,,,25751.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gas processing enterprises,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92648.59999999999,,,,,,,,,,,,,86151.657,,,92648.59999999999,,,,,,,,,,,,,,,,,,,,,173.507531,,,,-59880.316000000006,,,,,,,,,,,,,61222.416126000004,,,,,-59706.808469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53458.315,,,,,,100637.4,,,,,100637.4,
Heating boiler houses (main activity),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57134.2,4707.7,,70024.1,267.4,,,,,3689.1,,,43521.8,,,,,,6.7,,,857.7,,110184.5,
Heating boiler houses (main activity) - heat production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58790.644,5794.932,,,170280.445,19575.138,,,,,2561.435,,,104757.986,,,,,,16.085,,,191570.827,90.692,,,,,,,,,,,,,0.0,,,,,55722.91833945,6886.933999999999,,,119876.16,,,,,,2759.5360170000004,,,91224.086643,,,,,,13261.754348999999,,,,,169855.22934845,,,,,,,,,,,,,,,,,1.753,,,5380.28,14.921,,,,,,,68.816,,,,,,,2.446,,,,,5468.215,
Heating boiler houses (secondary activity),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25463.1,4720.5,,79494.1,752.1,,,,,,,,64979.8,,,,21.9,,12317.8,,,,,108255.2,
Heating boiler houses (secondary activity) - heat production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,528.199,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,528.199,,,,,,,,,,,,365.858954,,0.0,,,,,28430.18922348,684.003,,,27067.985,,,,,,,,,35795.929014375004,,,,,,,,,,,64910.121237855,,,,,,,,,,129.392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.392,
Housing sector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,93.312,,24.18,,,,,,82061.003,,,,,17185.113,816.613,,,77763.937,36841.467,,,583.781,1.523,35886.434,2590.787,1985.694,21922.724,,,1338.417,,,5076.573,1472.804,,291885.441,,6124.666,116.413,,,,,52.638,,,,,,53552.4012,,,,,139609.955787264,,,,138491.264,14105.891999999996,,,,,7335.310248000001,,,213216.808201125,,,,,,15403.310934,,,95.797,,581863.3773703891,,,,,,139.2,,,,,,59783.5,,,,,96597.9,,,197205.8,19895.6,,,,,18874.0,,,255284.8,,,,1.0,,34347.5,,,543.4,,682672.7,
Housing sector (population),,,,,,,136.5,,,,,,53505.5,,763.7,,,118331.0,70788.2,,,15534.0,42773.4,160.1,,,,190628.1,142460.5,,0.3,,,,,,,,,,635081.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Imports,175.1,59.8,,,256.3,,153.5,,,29275.4,11815.7,0.0,7455.6,,97.9,20.6,384.9,,18.6,,2735.1,1.7,3.2,6894.6,46.6,,,93174.8,274.1,,0.2,,5.6,3611.4,,,,,,,170884.90000000002,14358.8,65.4,,794.352,1881.503,,,79.174,1305.035,17117.188,,26.454,7787.715,13298.561,,,,,1068.493,,,,,0.038,,,5107.373,0.063,6.92,8212.256,133.939,47489.395,2088.086,,3404.564,,5.883,38.565,,0.036,118764.164,,8806.232,112.34,673.2471459999999,410.040996,,,106.10592208,7814.119475,15160.27537,,,16912.912246221,17210.4876,,,,,1034.710832286,,,,,0.08362124,,,10179.445220428599,2.19945044,18.415547282160002,7300.9552140000005,93.67262783999999,51743.04403425001,10222.0476195552,59.76443073888,3383.1,,3.7440265980000005,33.015761999999995,9190.73308175,,138.505,,151708.38148546586,17.756261756,549.994,53.192,10.899,,150.877,17983.446,17470.517,,,2945.336,17416.033,,,,,1296.786,0.0,,,67.897,,,7761.14,0.748,53.478,5967.174,946.748,182111.016,17121.302,85.398,3546.452,6.874,2.975,55.685,11787.749,0.073,12.043,,287621.265,217.433
Industry Sector,0.0,0.0,0.0,0.0,14044.3,9821.1,0.0,272.8,0.0,35112.9,0.0,0.0,158380.7,0.0,61.7,0.0,0.0,61189.2,43766.7,0.0,0.0,1466.4,4058.9,129.0,0.0,0.0,0.0,65491.2,139288.4,0.0,10.4,0.0,0.0,5334.9,0.0,0.0,16919.5,0.0,0.0,0.0,555351.6,0.0,3.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industry sector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,10137.171,0.0,122.98,32602.398,503.445,0.0,0.0,146065.563,0.0,0.0,0.0,0.0,147169.817,9885.27,0.0,0.0,52821.846,36216.084,0.0,0.0,0.0,4.761,1120.567,0.0,368.518,67406.805,0.0,0.0,5637.668,0.0,0.0,7334.259,801.889,0.0,518238.274,0.0,4.186,35.05,0.0,0.0,0.0,7177.02,0.0,63.05465,31674.584365000006,0.0,0.0,0.0,150007.6764,0.0,0.0,0.0,0.0,127849.06116041761,6779.308999999999,0.0,0.0,52440.941999999995,38188.773,0.0,0.0,0.0,0.0,1125.205578,0.0,,61497.18880425002,0.0,252.72460799999996,2560.096,1154.9880476780002,0.0,3985.877249999999,0.0,701.359584,40.99723,0.0,485498.85767734563,0.0,0.0,0.0,0.0,7224.262,0.403,0.0,27878.444,0.0,0.0,0.0,153200.196,0.0,0.0,0.0,0.0,61011.227,4624.185,0.0,51568.12,29530.078,0.0,,0.0,0.0,932.038,0.0,48.752,69907.839,0.0,0.0,2369.556,1071.681,0.0,4780.889,0.0,0.0,287.153,1.82,414436.6,0.0
Inland waterway transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337.233,,,,,,,0.455,,,,,,,,,,,,,,,,,,9.406,,,347.095,,,,,,,,,,,,,,,,,,,,,,,,406.866,,,,,,,,,,,,,,,,,,,406.866,,,,,,,,,,,,,,,,,,,,,889.4,,,,,,,,,,,,,,0.0,,,,,889.4,
Inter-product transfers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48734.816067499996,,,,,,,,91.79899999999999,,,,,,,,,,,1056.8799999999999,,,,,-91.07622169300001,,,,,,,,,,,,,,,,,,,,,,,,,91.799,,,77.4,98431.26,,,,,,,,,,,-91.076,,100637.404,5129.799,,,,,
Internal air transportation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1423.948,,,,,,,,,,,,,,,,,,,,,82.732,14008.411,101.648,,,,,,,,,,,,,15616.738,,,,,26.9448,,,,,,,,,,,,,,,,,,,,,,15643.62891,,,,,,,,,,,,,,,,15670.573709999999,,,643.1,,,,,,,,,,,,,,,,,,,,,16479.9,,,,,,,,,,,,,,,,17123.1,
International marine/aviation bunkers,,,,,,,,,,,,,,,,,-182.7,,-119.2,,-20860.3,,,,,,,,,,,,,,,,,,,,-21162.2,,,,,-50.568,,,,,,,,,,,,,,,,,,,-119.23,,,-20240.899,-128.414,,,,,,,,,,,,,-20539.111,,,,,-29.735200000000003,,,,,,,,,,,,,,,,,,,-98.685,,,-21878.65542,,,,,,,,,,,,,,,,-22007.07562,,,0.0,,,,,,,,,,,,,,,,,,-6.235,,,-19511.189,,,-0.398,,,,,,,,,,,,,-19517.822,
Iron and Steel,,,,,,9821.1,,,,16546.5,,,51677.0,,,,,28407.3,1832.6,,,,1493.2,,,,,14414.2,23709.8,,,,,,,,13868.5,,,,161770.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Losses (transmission/distribution),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,114.078,0.0,4882.832,33.057,44785.635,0.0,0.0,0.0,0.0,166.337,2.135,0.0,13932.683,72258.673,46.035,0.0,0.0,0.046,51.218,26.75,0.367,113.379,36334.537,0.0,0.0,0.0,0.0,0.0,120.136,2.931,0.0,172870.828,0.0,0.0,0.0,0.0,0.218,0.0,2063.497,0.0,0.0,110.63562999999999,0.0,16928.0031585,0.0,53951.792400000006,0.0,0.0,0.0,0.0,308.191287186,0.8200000000000001,1.7965574999999998,0.0,44772.613,30.444,0.0,0.0,14.48883,1.276,3.509982,0.0,16.544,19149.77790375,0.0,0.0,0.0,0.0,0.0,44.820542999999994,0.0,1.46544,0.118,0.0,137400.011731936,0.0,0.0,1.4,0.0,2118.2,0.0,0.0,78.9,62.6,6046.2,0.0,37332.6,0.0,0.0,0.0,0.0,401.0,0.8,0.0,31573.9,244.5,0.0,,13.4,0.0,121.9,0.0,1342.1,21214.3,0.0,0.0,0.0,0.0,0.0,1311.8,244.4,73.0,0.1,0.0,102181.2,0.0
